Store_Avg_Sales,Store_Size_Tier_Enc,Week,Month,Year,Is_EndOfYear,Holiday_Flag,Temperature,CPI,Unemployment
0.9403924192566392,2,5,2,2010,0,0,-0.8319942547132235,1.0534113242469272,-0.06176453706769328
1.577114680345175,2,5,2,2010,0,0,-0.20137635740235943,-1.128704333762781,0.8210940658946767
-0.9769592987077368,0,5,2,2010,0,0,-0.6401354430625369,1.0213606766607852,0.17664453714999323
-0.2837710107424666,1,5,2,2010,0,0,-1.8384667092742037,-1.128704333762781,-0.8908746657086648
-1.1255585835694173,0,5,2,2010,0,0,-1.0028848902272236,1.0445504791227036,0.05424702136859156
-0.6294758300313095,1,5,2,2010,0,0,-1.9438317943610564,0.8768618678292506,-0.01865932498815651
-0.034159492930900565,1,5,2,2010,0,0,-1.7729411588470567,-0.8990229503918895,0.03242833377277632
0.6343900705580522,2,5,2,2010,0,0,-2.250491370360105,-0.9976077552394197,-1.2399736672417052
0.573135801532393,2,5,2,2010,0,0,-1.8741126087065718,-0.9976077552394197,0.05531134759277801
0.7363931897707003,2,5,2,2010,0,0,-1.9511706560088968,-0.9976077552394197,0.06808326228301075
-0.5381791422292902,1,5,2,2010,0,0,-1.0028848902272236,1.0445504791227036,0.05424702136859156
-0.08150143081591646,1,5,2,2010,0,0,-2.549287880307896,-0.9976077552394197,0.14152177175185157
0.7468814399824394,2,5,2,2010,0,0,-0.7276775784332056,1.0213606766607852,0.17664453714999323
-0.25570883086971885,1,5,2,2010,0,0,-1.2602692523050574,1.14041037604504,-1.023383280619834
0.22127507692775497,1,5,2,2010,0,0,-1.2450673246059594,0.49367714811677305,0.42143956871279564
-0.7837888727676563,0,5,2,2010,0,0,-2.010405753595038,-0.9976077552394197,0.06808326228301075
-0.1483451814265229,1,5,2,2010,0,0,-1.1921226798608244,-1.128704333762781,0.6912462665439727
1.7698846401364374,2,5,2,2010,0,0,-1.3970866015969405,-1.128704333762781,0.04998971647184763
-1.2233312978149107,0,5,2,2010,0,0,-0.45666390186652495,-1.128704333762781,3.061500767806416
-0.9305589082924309,0,5,2,2010,0,0,-1.05740214818261,1.1451535084041669,-0.9616523596170404
1.6258211757285925,2,5,2,2010,0,0,-0.9431255882376653,1.0445504791227036,0.05424702136859156
-0.48283908635581385,1,5,2,2010,0,0,-1.6183008598389894,0.3000803969390955,0.4097319802467494
1.9623971257156043,2,5,2,2010,0,0,-1.691165271913977,0.8768618678292506,-0.01865932498815651
1.3473198337634127,2,5,2,2010,0,0,-1.6245913126799953,-0.8990229503918895,0.007948830616496361
0.409163668762588,1,5,2,2010,0,0,-1.463136356427505,0.49367714811677305,-0.3624366954002662
1.9384129158557557,2,5,2,2010,0,0,-0.7559846162177332,-1.128704333762781,0.21336379188441318
0.6455589321870862,2,5,2,2010,0,0,-1.0028848902272236,1.0445504791227036,0.05424702136859156
-0.9763164935158085,0,5,2,2010,0,0,-2.0125025712087066,0.49367714811677305,-0.6295825776709775
0.5724470756586781,2,5,2,2010,0,0,-0.6364660122386167,1.1392099510960862,-0.4545009137923638
-1.2459385906379226,0,5,2,2010,0,0,-0.6401354430625369,1.0213606766607852,0.17664453714999323
-0.9075748471041216,0,5,2,2010,0,0,-0.20137635740235943,-1.128704333762781,0.8210940658946767
-1.3486181105998394,0,5,2,2010,0,0,-0.9688116040051068,1.0677848058280044,-0.88129572969099
-0.7652654590723796,0,5,2,2010,0,0,-0.569892053004635,0.8463700095445491,0.6912462665439727
-0.23540340052032,1,5,2,2010,0,0,-1.6245913126799953,-0.8990229503918895,0.5534160205118726
0.5116519662286834,1,5,2,2010,0,0,-0.45666390186652495,-1.128704333762781,3.061500767806416
0.9579011416530114,2,5,2,2010,0,0,-0.930544682555653,1.092746535528509,-0.5125066930105062
-1.4562002121550588,0,5,2,2010,0,0,0.011450630385014234,-1.128704333762781,1.007351155127244
-1.376855708149767,0,5,2,2010,0,0,-1.3970866015969405,-1.128704333762781,-0.05484641661048369
0.06984690069365158,1,5,2,2010,0,0,-1.9317750930824613,-0.9976077552394197,0.5214862337862893
-1.191930361324644,0,5,2,2010,0,0,-0.6537647575513834,1.1392099510960862,-0.4545009137923638
-0.07023490707221185,1,5,2,2010,0,0,-0.45666390186652495,-1.128704333762781,3.061500767806416
-0.9389381283506959,0,5,2,2010,0,0,-1.7729411588470567,-0.9976077552394197,0.9802108364104983
-0.1532543914646637,1,5,2,2010,0,0,-2.2908551094232275,-0.9976077552394197,-1.2399736672417052
-0.8812789017076371,0,5,2,2010,0,0,-2.4979158487730126,0.49367714811677305,0.42143956871279564
1.8019984234725068,2,5,2,2010,0,0,-1.6183008598389894,0.3000803969390955,0.4097319802467494
-0.25570883086971885,1,6,2,2010,0,1,-1.3022056045784314,1.1442760614351448,-1.023383280619834
-0.7837888727676563,0,6,2,2010,0,1,-1.8966533980535105,-0.9960944078349623,0.06808326228301075
-0.7652654590723796,0,6,2,2010,0,1,-0.534246153572267,0.8498968564979668,0.6912462665439727
-1.3486181105998394,0,6,2,2010,0,1,-0.9630453555675179,1.0715610586572242,-0.88129572969099
0.7468814399824394,2,6,2,2010,0,1,-0.7129998551375246,1.025073938756749,0.17664453714999323
-0.08150143081591646,1,6,2,2010,0,1,-2.098996297772541,-0.9960944078349623,0.14152177175185157
-0.1483451814265229,1,6,2,2010,0,1,-1.155952576025039,-1.1273073969039962,0.6912462665439727
-1.4562002121550588,0,6,2,2010,0,1,-0.14214125981621864,-1.1273073969039962,1.007351155127244
-0.8812789017076371,0,6,2,2010,0,1,-1.6922136807208115,0.49580566884261174,0.42143956871279564
1.7698846401364374,2,6,2,2010,0,1,-1.311641283839941,-1.1273073969039962,0.04998971647184763
-0.1532543914646637,1,6,2,2010,0,1,-1.9574611088499028,-0.9960944078349623,-1.2399736672417052
-0.07023490707221185,1,6,2,2010,0,1,-0.5405366064132734,-1.1273073969039962,3.061500767806416
0.7363931897707003,2,6,2,2010,0,1,-1.8327004608366149,-0.9960944078349623,0.06808326228301075
-1.2233312978149107,0,6,2,2010,0,1,-0.5405366064132734,-1.1273073969039962,3.061500767806416
0.9403924192566392,2,6,2,2010,0,1,-1.0311919280117512,1.0571698787345118,-0.06176453706769328
-0.9305589082924309,0,6,2,2010,0,1,-1.1061531577004073,1.1490250348141005,-0.9616523596170404
1.6258211757285925,2,6,2,2010,0,1,-1.0322403368185853,1.0482981197188694,0.05424702136859156
-0.48283908635581385,1,6,2,2010,0,1,-1.596284274895468,0.30294489905177185,0.4097319802467494
1.9623971257156043,2,6,2,2010,0,1,-1.8903629452125041,0.8804333369778398,-0.01865932498815651
1.3473198337634127,2,6,2,2010,0,1,-1.4872497589846951,-0.8975060689899983,0.007948830616496361
1.9384129158557557,2,6,2,2010,0,1,-1.5380975861161612,-1.1273073969039962,0.21336379188441318
-0.9389381283506959,0,6,2,2010,0,1,-1.5747918943553636,-0.9960944078349623,0.9802108364104983
0.6455589321870862,2,6,2,2010,0,1,-1.069983053864622,1.0482981197188694,0.05424702136859156
0.06984690069365158,1,6,2,2010,0,1,-1.6654792561465352,-0.9960944078349623,0.5214862337862893
-0.9763164935158085,0,6,2,2010,0,1,-1.9558884956396512,0.49580566884261174,-0.6295825776709775
0.5724470756586781,2,6,2,2010,0,1,-0.5331977447654328,1.1430741594763225,-0.4545009137923638
-1.2459385906379226,0,6,2,2010,0,1,-0.6327965814146964,1.025073938756749,0.17664453714999323
-0.9075748471041216,0,6,2,2010,0,1,-0.43097788609908316,-1.1273073969039962,0.8210940658946767
1.8019984234725068,2,6,2,2010,0,1,-1.596284274895468,0.30294489905177185,0.4097319802467494
-0.5381791422292902,1,6,2,2010,0,1,-1.069983053864622,1.0482981197188694,0.05424702136859156
0.22127507692775497,1,6,2,2010,0,1,-1.5774129163724495,0.49580566884261174,0.42143956871279564
-0.9769592987077368,0,6,2,2010,0,1,-0.6327965814146964,1.025073938756749,0.17664453714999323
0.409163668762588,1,6,2,2010,0,1,-1.842136140098124,0.49580566884261174,-0.3624366954002662
-0.6294758300313095,1,6,2,2010,0,1,-2.0203656372599643,0.8804333369778398,-0.01865932498815651
-0.2837710107424666,1,6,2,2010,0,1,-2.087463800897363,-1.1273073969039962,-0.8908746657086648
